시간,현재가,전일대비,등락률,체결량,매도호가,매수호가,거래량,체결강도
13:45:59,2614000,303000,-10.39,30739,-2614000,-2613000,7434518,-70.35
13:44:59,2625000,292000,-10.01,22540,-2625000,-2624000,7403779,-70.57
13:43:59,2616000,301000,-10.32,20449,-2616000,-2615000,7381239,-70.52
13:42:59,2615000,302000,-10.35,25710,-2616000,-2615000,7360790,-70.55
13:41:59,2625000,292000,-10.01,14793,-2625000,-2624000,7335080,-70.66
13:40:59,2626000,291000,-9.98,16786,-2626000,-2626000,7320287,-70.62
13:39:59,2617000,300000,-10.28,31523,-2617000,-2616000,7303501,-70.60
13:38:59,2623000,294000,-10.08,10684,-2624000,-2623000,7271978,-70.90
13:37:59,2625000,292000,-10.01,13328,-2625000,-2625000,7261294,-70.90
13:36:59,2622000,295000,-10.11,42134,-2623000,-2622000,7247966,-70.84
13:35:59,2623000,294000,-10.08,28348,-2623000,-2622000,7205832,-71.16
13:34:59,2624000,293000,-10.04,33913,-2625000,-2625000,7177484,-71.30
13:33:59,2630000,287000,-9.84,21779,-2631000,-2630000,7143571,-71.66
13:32:59,2631000,286000,-9.80,23904,-2632000,-2631000,7121792,-71.82
13:31:59,2641000,276000,-9.46,13438,-2641000,-2640000,7097888,-71.95
13:30:59,2640000,277000,-9.50,12284,-2639000,-2640000,7084450,-71.96
13:29:59,2639000,278000,-9.53,15213,-2639000,-2638000,7072166,-71.87
13:28:59,2637000,280000,-9.60,17202,-2637000,-2638000,7056953,-71.88
13:27:59,2636000,281000,-9.63,14584,-2636000,-2636000,7039751,-71.70
13:26:59,2633000,284000,-9.74,23080,-2633000,-2632000,7025167,-71.64
13:25:59,2630000,287000,-9.84,30389,-2631000,-2630000,7002087,-71.61
13:24:59,2638000,279000,-9.56,62533,-2638000,-2639000,6971698,-71.82
13:23:59,2648000,269000,-9.22,18671,-2648000,-2648000,6909165,-72.68
13:22:59,2649000,268000,-9.19,19571,-2649000,-2650000,6890494,-72.78
13:21:59,2653000,264000,-9.05,12007,-2653000,-2653000,6870923,-72.87
13:20:59,2650000,267000,-9.15,21689,-2650000,-2651000,6858916,-72.85
13:19:59,2652000,265000,-9.08,18081,-2652000,-2651000,6837227,-72.96
13:18:59,2655000,262000,-8.98,25134,-2655000,-2655000,6819146,-72.99
13:17:59,2667000,250000,-8.57,13837,-2668000,-2667000,6794012,-73.11
13:16:59,2664000,253000,-8.67,19886,-2664000,-2665000,6780175,-73.08
13:15:59,2661000,256000,-8.78,17641,-2661000,-2660000,6760289,-72.94
13:14:59,2652000,265000,-9.08,12703,-2652000,-2651000,6742648,-72.88
13:13:59,2654000,263000,-9.02,17020,-2655000,-2653000,6729945,-72.84
13:12:59,2651000,266000,-9.12,21563,-2651000,-2650000,6712925,-72.87
13:11:59,2658000,259000,-8.88,12933,-2658000,-2657000,6691362,-72.90
13:10:59,2648000,269000,-9.22,24939,-2649000,-2648000,6678429,-72.86
13:09:59,2651000,266000,-9.12,25548,-2646000,-2650000,6653490,-72.83
13:08:59,2662000,255000,-8.74,13059,-2662000,-2661000,6627942,-72.91
13:07:59,2653000,264000,-9.05,16670,-2654000,-2653000,6614883,-72.91
13:06:59,2647000,270000,-9.26,44263,-2647000,-2648000,6598213,-72.81
13:05:59,2659000,258000,-8.84,18035,-2659000,-2658000,6553950,-73.13
13:04:59,2657000,260000,-8.91,23663,-2656000,-2658000,6535915,-73.16
13:03:59,2655000,262000,-8.98,19782,-2656000,-2655000,6512252,-73.13
13:02:59,2660000,257000,-8.81,32572,-2660000,-2660000,6492470,-73.10
13:01:59,2674000,243000,-8.33,37104,-2673000,-2673000,6459898,-73.25
13:00:59,2679000,238000,-8.16,54830,-2680000,-2679000,6422794,-73.42
12:59:59,2676000,241000,-8.26,34413,-2676000,-2675000,6367964,-73.14
12:58:59,2671000,246000,-8.43,31178,-2671000,-2670000,6333551,-73.00
12:57:59,2656000,261000,-8.95,29298,-2658000,-2658000,6302373,-72.54
12:56:59,2657000,260000,-8.91,29683,-2657000,-2656000,6273075,-72.60
12:55:59,2654000,263000,-9.02,29780,-2654000,-2655000,6243392,-72.45
12:54:59,2662000,255000,-8.74,30051,-2662000,-2662000,6213612,-72.37
12:53:59,2646000,271000,-9.29,24362,-2646000,-2647000,6183561,-71.99
12:52:59,2647000,270000,-9.26,28598,-2647000,-2647000,6159199,-71.95
12:51:59,2639000,278000,-9.53,17981,-2639000,-2638000,6130601,-71.71
12:50:59,2635000,282000,-9.67,25758,-2635000,-2634000,6112620,-71.58
12:49:59,2623000,294000,-10.08,32859,-2623000,-2622000,6086862,-71.35
12:48:59,2629000,288000,-9.87,26247,-2629000,-2628000,6054003,-71.61
12:47:59,2631000,286000,-9.80,21914,-2631000,-2630000,6027756,-71.60
12:46:59,2633000,284000,-9.74,40462,-2633000,-2632000,6005842,-71.59
12:45:59,2642000,275000,-9.43,49473,-2642000,-2641000,5965380,-71.53
12:44:59,2664000,253000,-8.67,48286,-2664000,-2663000,5915907,-71.56
12:43:59,2641000,276000,-9.46,37850,-2641000,-2640000,5867621,-71.14
12:42:59,2617000,300000,-10.28,73900,-2617000,-2616000,5829771,-70.66
12:41:59,2650000,267000,-9.15,85176,-2650000,-2650000,5755871,-71.14
12:40:59,2640000,277000,-9.50,107909,-2641000,-2641000,5670695,-71.19
12:10:12,2641000,276000,-9.46,5267,-2642000,-2641000,5562786,-71.25
12:09:59,2641000,276000,-9.46,42380,-2642000,-2641000,5557519,-71.29
12:08:59,2651000,266000,-9.12,15103,-2651000,-2651000,5515139,-71.46
12:07:59,2654000,263000,-9.02,54647,-2656000,-2654000,5500036,-71.34
12:06:59,2652000,265000,-9.08,20826,-2652000,-2653000,5445389,-71.85
12:05:59,2658000,259000,-8.88,14218,-2658000,-2657000,5424563,-71.84
12:04:59,2660000,257000,-8.81,18597,-2660000,-2660000,5410345,-71.83
12:03:59,2663000,254000,-8.71,15236,-2663000,-2662000,5391748,-71.73
12:02:59,2656000,261000,-8.95,11249,-2656000,-2655000,5376512,-71.56
12:01:59,2653000,264000,-9.05,20339,-2653000,-2652000,5365263,-71.55
12:00:59,2654000,263000,-9.02,21861,-2654000,-2653000,5344924,-71.48
11:59:59,2668000,249000,-8.54,22528,-2668000,-2668000,5323063,-71.61
11:58:59,2678000,239000,-8.19,18266,-2678000,-2677000,5300535,-71.55
11:57:59,2668000,249000,-8.54,17830,-2668000,-2668000,5282269,-71.41
11:56:59,2664000,253000,-8.67,48933,-2664000,-2662000,5264439,-71.26
11:55:59,2650000,267000,-9.15,44338,-2651000,-2650000,5215506,-71.23
11:54:59,2659000,258000,-8.84,24400,-2659000,-2659000,5171168,-71.68
11:53:59,2658000,259000,-8.88,19854,-2658000,-2657000,5146768,-71.52
11:52:59,2667000,250000,-8.57,24673,-2670000,-2670000,5126914,-71.52
11:51:59,2661000,256000,-8.78,20197,-2661000,-2660000,5102241,-71.38
11:50:59,2671000,246000,-8.43,42944,-2671000,-2670000,5082044,-71.34
11:49:59,2667000,250000,-8.57,31634,-2667000,-2666000,5039100,-71.25
11:48:59,2673000,244000,-8.36,59524,-2673000,-2672000,5007466,-71.15
11:47:59,2683000,234000,-8.02,28935,-2683000,-2683000,4947942,-71.93
11:46:59,2696000,221000,-7.58,22276,-2696000,-2695000,4919007,-72.30
11:45:59,2688000,229000,-7.85,22268,-2689000,-2688000,4896731,-71.98
11:44:59,2694000,223000,-7.64,18319,-2696000,-2695000,4874463,-72.19
11:43:59,2698000,219000,-7.51,16047,-2698000,-2697000,4856144,-71.93
11:42:59,2706000,211000,-7.23,17265,-2706000,-2706000,4840097,-72.05
11:41:59,2690000,227000,-7.78,34914,-2690000,-2689000,4822832,-71.82
11:40:59,2696000,221000,-7.58,16577,-2696000,-2695000,4787918,-72.14
11:39:59,2705000,212000,-7.27,28753,-2705000,-2704000,4771341,-72.20
11:38:59,2693000,224000,-7.68,55470,-2693000,-2692000,4742588,-71.84
11:37:59,2701000,216000,-7.40,41992,-2702000,-2701000,4687118,-72.98
11:36:59,2711000,206000,-7.06,12648,-2711000,-2711000,4645126,-73.70
11:35:59,2713000,204000,-6.99,18326,-2713000,-2712000,4632478,-73.81
11:34:59,2725000,192000,-6.58,7655,-2725000,-2724000,4614152,-73.97
11:33:59,2726000,191000,-6.55,10857,-2726000,-2725000,4606497,-73.94
11:32:59,2721000,196000,-6.72,18957,-2721000,-2720000,4595640,-73.90
11:31:59,2739000,178000,-6.10,19647,-2739000,-2739000,4576683,-74.04
11:30:59,2742000,175000,-6.00,19044,-2740000,-2742000,4557036,-73.94
11:29:59,2727000,190000,-6.51,14602,-2727000,-2729000,4537992,-73.65
11:28:59,2735000,182000,-6.24,16903,-2736000,-2735000,4523390,-73.68
11:27:59,2723000,194000,-6.65,18441,-2720000,-2723000,4506487,-73.46
11:26:59,2724000,193000,-6.62,11992,-2724000,-2724000,4488046,-73.42
11:25:59,2714000,203000,-6.96,12627,-2714000,-2713000,4476054,-73.20
11:24:59,2708000,209000,-7.16,34208,-2708000,-2707000,4463427,-73.02
11:23:59,2701000,216000,-7.40,32075,-2701000,-2700000,4429219,-73.09
11:22:59,2707000,210000,-7.20,18949,-2707000,-2708000,4397144,-73.63
11:21:59,2714000,203000,-6.96,18306,-2714000,-2713000,4378195,-73.54
11:20:59,2718000,199000,-6.82,22855,-2719000,-2718000,4359889,-73.40
11:19:59,2707000,210000,-7.20,40937,-2707000,-2706000,4337034,-73.23
11:18:59,2711000,206000,-7.06,21794,-2712000,-2711000,4296097,-73.58
11:17:59,2724000,193000,-6.62,35249,-2724000,-2723000,4274303,-73.82
11:16:59,2725500,191500,-6.56,30015,-2726000,-2725000,4239054,-73.65
11:15:59,2720000,197000,-6.75,27274,-2721000,-2720000,4209039,-73.33
11:14:59,2728000,189000,-6.48,20348,-2728000,-2727000,4181765,-73.72
11:13:59,2729000,188000,-6.44,26272,-2730000,-2729000,4161417,-73.65
11:12:59,2737000,180000,-6.17,16340,-2737000,-2737000,4135145,-73.96
11:11:59,2740000,177000,-6.07,57050,-2740000,-2740000,4118805,-74.00
11:10:59,2749000,168000,-5.76,15320,-2750000,-2749000,4061755,-75.03
11:09:59,2753000,164000,-5.62,8565,-2753000,-2752000,4046435,-75.26
11:08:59,2756000,161000,-5.52,8649,-2756000,-2758000,4037870,-75.26
11:07:59,2763000,154000,-5.28,10963,-2763000,-2762000,4029221,-75.23
11:06:59,2761000,156000,-5.35,8308,-2761000,-2760000,4018258,-75.22
11:05:59,2759000,158000,-5.42,13141,-2759000,-2759000,4009950,-75.05
11:04:59,2750000,167000,-5.73,18108,-2750000,-2750000,3996809,-74.90
11:03:59,2753000,164000,-5.62,26830,-2754000,-2753000,3978701,-75.22
11:02:59,2751000,166000,-5.69,37294,-2751000,-2750000,3951871,-75.24
11:01:59,2752000,165000,-5.66,24146,-2752000,-2752000,3914577,-75.97
11:00:59,2764000,153000,-5.25,13853,-2764000,-2763000,3890431,-76.33
10:59:59,2763000,154000,-5.28,23428,-2764000,-2765000,3876578,-76.16
10:58:59,2755000,162000,-5.55,30253,-2756000,-2757000,3853150,-76.19
10:57:59,2760000,157000,-5.38,65360,-2760000,-2759000,3822897,-76.03
10:56:59,2769000,148000,-5.07,36674,-2769000,-2768000,3757537,-77.77
10:55:59,2771000,146000,-5.01,21188,-2772000,-2771000,3720863,-78.66
10:54:59,2773000,144000,-4.94,18769,-2775000,-2774000,3699675,-78.91
10:53:59,2775000,142000,-4.87,24462,-2776000,-2775000,3680906,-79.14
10:52:59,2781000,136000,-4.66,25938,-2781000,-2780000,3656444,-79.72
10:51:59,2784000,133000,-4.56,10047,-2784000,-2784000,3630506,-80.34
10:50:59,2788000,129000,-4.42,7011,-2788000,-2787000,3620459,-80.51
10:49:59,2790000,127000,-4.35,5440,-2790000,-2789000,3613448,-80.49
10:48:59,2792000,125000,-4.29,7040,-2792000,-2792000,3608008,-80.51
10:47:59,2791000,126000,-4.32,6611,-2792000,-2791000,3600968,-80.45
10:46:59,2785000,132000,-4.53,12718,-2786000,-2785000,3594357,-80.38
10:45:59,2786000,131000,-4.49,10569,-2786000,-2786000,3581639,-80.56
10:44:59,2789000,128000,-4.39,10361,-2789000,-2789000,3571070,-80.68
10:43:59,2792000,125000,-4.29,6601,-2793000,-2792000,3560709,-80.76
10:42:59,2791000,126000,-4.32,11591,-2791000,-2791000,3554108,-80.69
10:41:59,2794000,123000,-4.22,8394,-2794000,-2793000,3542517,-80.71
10:40:59,2797000,120000,-4.11,9122,-2797000,-2798000,3534123,-80.70
10:39:59,2800000,117000,-4.01,11674,-2801000,-2801000,3525001,-80.79
10:38:59,2791000,126000,-4.32,7218,-2793000,-2792000,3513327,-80.68
10:37:59,2797000,120000,-4.11,6856,-2797000,-2796000,3506109,-80.75
10:36:59,2800000,117000,-4.01,7294,-2800000,-2799000,3499253,-80.73
10:35:59,2792000,125000,-4.29,5972,-2790000,-2792000,3491959,-80.63
10:34:59,2789000,128000,-4.39,15159,-2789000,-2788000,3485987,-80.55
10:33:59,2789000,128000,-4.39,8989,-2790000,-2789000,3470828,-80.81
10:32:59,2791000,126000,-4.32,13405,-2791000,-2790000,3461839,-80.92
10:31:59,2803000,114000,-3.91,7167,-2803000,-2803000,3448434,-81.04
10:30:59,2793000,124000,-4.25,21890,-2794000,-2793000,3441267,-80.88
10:29:59,2793000,124000,-4.25,9490,-2793000,-2794000,3419377,-81.05
10:28:59,2797000,120000,-4.11,10404,-2797000,-2796000,3409887,-81.18
10:27:59,2803000,114000,-3.91,10940,-2804000,-2803000,3399483,-81.29
10:26:59,2798000,119000,-4.08,13808,-2798000,-2799000,3388543,-81.21
10:25:59,2800000,117000,-4.01,12978,-2801000,-2801000,3374735,-81.34
10:24:59,2808000,109000,-3.74,9333,-2809000,-2808000,3361757,-81.53
10:23:59,2813000,104000,-3.57,12709,-2813000,-2812000,3352424,-81.58
10:22:59,2815000,102000,-3.50,11133,-2815000,-2816000,3339715,-81.47
10:21:59,2810000,107000,-3.67,18002,-2810000,-2810000,3328582,-81.42
10:20:59,2822000,95000,-3.26,13520,-2822000,-2821000,3310580,-81.60
10:19:59,2816000,101000,-3.46,9247,-2817000,-2816000,3297060,-81.31
10:18:59,2815000,102000,-3.50,13835,-2815000,-2814000,3287813,-81.19
10:17:59,2819000,98000,-3.36,15374,-2819000,-2818000,3273978,-81.08
10:16:59,2817000,100000,-3.43,14539,-2817000,-2816000,3258604,-80.68
10:15:59,2812000,105000,-3.60,19188,-2812000,-2812000,3244065,-80.34
10:14:59,2801000,116000,-3.98,8593,-2801000,-2800000,3224877,-79.86
10:13:59,2799000,118000,-4.05,7649,-2800000,-2799000,3216284,-79.60
10:12:59,2796000,121000,-4.15,10285,-2796000,-2798000,3208635,-79.45
10:11:59,2790000,127000,-4.35,12846,-2791000,-2790000,3198350,-79.22
10:10:59,2792000,125000,-4.29,15754,-2791000,-2791000,3185504,-79.01
10:09:59,2787000,130000,-4.46,13642,-2787000,-2786000,3169750,-78.82
10:08:59,2794000,123000,-4.22,13220,-2794000,-2793000,3156108,-78.80
10:07:59,2782000,135000,-4.63,15242,-2782000,-2781000,3142888,-78.38
10:06:59,2779000,138000,-4.73,27979,-2779000,-2778000,3127646,-78.35
10:05:59,2777000,140000,-4.80,41793,-2777000,-2777000,3099667,-78.40
10:04:59,2787000,130000,-4.46,17929,-2787000,-2787000,3057874,-79.35
10:03:59,2801000,116000,-3.98,12350,-2802000,-2803000,3039945,-79.58
10:02:59,2798000,119000,-4.08,20426,-2799000,-2798000,3027595,-79.36
10:01:59,2795000,122000,-4.18,25571,-2795000,-2795000,3007169,-79.43
10:00:59,2793000,124000,-4.25,23652,-2793000,-2794000,2981598,-79.23
'09:59:59,2784000,133000,-4.56,23985,-2784000,-2784000,2957946,-78.80
'09:58:59,2791000,126000,-4.32,19156,-2791000,-2790000,2933961,-79.00
'09:57:59,2785000,132000,-4.53,23161,-2786000,-2785000,2914805,-78.81
'09:56:59,2789000,128000,-4.39,24874,-2788000,-2789000,2891644,-78.82
'09:55:59,2791000,126000,-4.32,34221,-2791000,-2791000,2866770,-78.91
'09:54:59,2804000,113000,-3.87,17910,-2804000,-2804000,2832549,-79.45
'09:53:59,2815000,102000,-3.50,20716,-2815000,-2815000,2814639,-79.64
'09:52:59,2822000,95000,-3.26,20417,-2823000,-2822000,2793923,-79.74
'09:51:59,2820000,97000,-3.33,23691,-2820000,-2820000,2773506,-79.56
'09:50:59,2810000,107000,-3.67,22385,-2810000,-2809000,2749815,-78.94
'09:49:59,2809000,108000,-3.70,36166,-2807000,-2809000,2727430,-78.68
'09:48:59,2830000,87000,-2.98,30453,-2830000,-2830000,2691264,-79.09
'09:47:59,2826000,91000,-3.12,33539,-2826000,-2826000,2660811,-78.61
'09:46:59,2813000,104000,-3.57,22426,-2813000,-2813000,2627272,-77.94
'09:45:59,2800000,117000,-4.01,11276,-2800000,-2801000,2604846,-77.12
'09:44:59,2795000,122000,-4.18,21001,-2795000,-2797000,2593570,-76.78
'09:43:59,2801000,116000,-3.98,13528,-2802000,-2801000,2572569,-76.74
'09:42:59,2795000,122000,-4.18,19402,-2795000,-2796000,2559041,-76.62
'09:41:59,2791000,126000,-4.32,32323,-2790000,-2791000,2539639,-76.13
'09:40:59,2805000,112000,-3.84,30164,-2805000,-2804000,2507316,-76.34
'09:39:59,2786000,131000,-4.49,15661,-2786000,-2785000,2477152,-75.21
'09:38:59,2782000,135000,-4.63,27467,-2782000,-2781000,2461491,-74.83
'09:37:59,2790000,127000,-4.35,29353,-2790000,-2789000,2434024,-74.92
'09:36:59,2793000,124000,-4.25,30490,-2793000,-2792000,2404671,-74.39
'09:35:59,2771000,146000,-5.01,42065,-2772000,-2771000,2374181,-73.54
'09:34:59,2774000,143000,-4.90,58537,-2772000,-2773000,2332116,-73.31
'09:33:59,2781000,136000,-4.66,47533,-2781000,-2780000,2273579,-73.62
'09:32:59,2779000,138000,-4.73,59671,-2780000,-2779000,2226046,-73.52
'09:31:59,2791000,126000,-4.32,39458,-2791000,-2790000,2166375,-74.03
'09:30:59,2789000,128000,-4.39,52709,-2790000,-2789000,2126917,-73.28
'09:29:59,2808000,109000,-3.74,22701,-2808000,-2809000,2074208,-75.12
'09:28:59,2815000,102000,-3.50,25828,-2815000,-2814000,2051507,-74.88
'09:27:59,2805000,112000,-3.84,66990,-2804000,-2805000,2025679,-74.26
'09:26:59,2801000,116000,-3.98,41986,-2801000,-2800000,1958689,-74.81
'09:25:59,2815000,102000,-3.50,23455,-2816000,-2815000,1916703,-76.66
'09:24:59,2817000,100000,-3.43,20239,-2818000,-2817000,1893248,-76.30
'09:23:59,2825000,92000,-3.15,29820,-2825000,-2825000,1873009,-76.66
'09:22:59,2821000,96000,-3.29,48616,-2821000,-2820000,1843189,-75.80
'09:21:59,2820000,97000,-3.33,32715,-2819000,-2820000,1794573,-76.04
'09:20:59,2829000,88000,-3.02,68309,-2828000,-2827000,1761858,-76.61
'09:19:59,2831000,86000,-2.95,42281,-2831000,-2831000,1693549,-77.47
'09:18:59,2840000,77000,-2.64,23630,-2841000,-2840000,1651268,-79.66
'09:17:59,2849000,68000,-2.33,22012,-2850000,-2849000,1627638,-80.33
'09:16:59,2844000,73000,-2.50,30401,-2844000,-2845000,1605626,-79.64
'09:15:59,2861000,56000,-1.92,28892,-2862000,-2861000,1575225,-80.31
'09:14:59,2868000,49000,-1.68,32654,-2868000,-2868000,1546333,-79.91
'09:13:59,2859000,58000,-1.99,15672,-2859000,-2859000,1513679,-78.68
'09:12:59,2857000,60000,-2.06,19648,-2857000,-2856000,1498007,-78.32
'09:11:59,2855500,61500,-2.11,28290,-2856000,-2855000,1478359,-78.10
'09:10:59,2860000,57000,-1.95,28310,-2860000,-2859000,1450069,-77.80
'09:09:59,2850000,67000,-2.30,34617,-2850000,-2849000,1421759,-76.32
'09:08:59,2839000,78000,-2.67,29008,-2840000,-2839000,1387142,-75.59
'09:07:59,2842000,75000,-2.57,49588,-2843000,-2842000,1358134,-74.78
'09:06:59,2846000,71000,-2.43,27846,-2846000,-2847000,1308546,-76.40
'09:05:59,2848000,69000,-2.37,36137,-2846000,-2847000,1280700,-75.34
'09:04:59,2847000,70000,-2.40,50294,-2845000,-2847000,1244563,-74.44
'09:03:59,2858000,59000,-2.02,52994,-2858000,-2858000,1194269,-73.87
'09:02:59,2870000,47000,-1.61,83028,-2870000,-2869000,1141275,-73.68
'09:01:59,2842000,75000,-2.57,66137,-2843000,-2841000,1058247,-71.06
'09:00:59,2870000,47000,-1.61,289962,-2870000,-2869000,992110,-70.75
'08:49:59,2862000,55000,-1.89,18794,-2862000,-2861000,702148,-68.52
'08:48:59,2864000,53000,-1.82,19845,-2865000,-2864000,683354,-68.24
'08:47:59,2870000,47000,-1.61,16246,-2871000,-2870000,663509,-70.52
'08:46:59,2875000,42000,-1.44,17248,-2876000,-2875000,647263,-72.17
'08:45:59,2880000,37000,-1.27,19194,-2881000,-2880000,630015,-74.83
'08:44:59,2884000,33000,-1.13,9311,-2885000,-2884000,610821,-77.18
'08:43:59,2886000,31000,-1.06,7840,-2887000,-2886000,601510,-78.45
'08:42:59,2890000,27000,-0.93,5776,-2890000,-2889000,593670,-79.36
'08:41:59,2895000,22000,-0.75,6002,-2896000,-2895000,587894,-79.73
'08:40:59,2900000,17000,-0.58,6571,-2900000,-2899000,581892,-79.55
'08:39:59,2898000,19000,-0.65,5439,-2898000,-2897000,575321,-79.41
'08:38:59,2889000,28000,-0.96,4937,-2889000,-2888000,569882,-78.59
'08:37:59,2887000,30000,-1.03,4210,-2888000,-2887000,564945,-78.21
'08:36:59,2888000,29000,-0.99,3666,-2888000,-2887000,560735,-78.68
'08:35:59,2889000,28000,-0.96,3655,-2889000,-2888000,557069,-79.00
'08:34:59,2891000,26000,-0.89,2775,-2891000,-2890000,553414,-79.31
'08:33:59,2892000,25000,-0.86,4537,-2892000,-2891000,550639,-79.33
'08:32:59,2888000,29000,-0.99,4725,-2888000,-2887000,546102,-79.15
'08:31:59,2886000,31000,-1.06,7495,-2887000,-2886000,541377,-79.45
'08:30:59,2889000,28000,-0.96,8807,-2890000,-2889000,533882,-80.39
'08:29:59,2900000,17000,-0.58,9136,-2900000,-2899000,525075,-82.03
'08:28:59,2890000,27000,-0.93,4875,-2891000,-2890000,515939,-81.05
'08:27:59,2893000,24000,-0.82,4850,-2893000,-2892000,511064,-81.86
'08:26:59,2894000,23000,-0.79,8145,-2894000,-2893000,506214,-82.29
'08:25:59,2895000,22000,-0.75,11469,-2896000,-2895000,498069,-83.07
'08:24:59,2900000,17000,-0.58,4565,-2901000,-2900000,486600,-84.96
'08:23:59,2902000,15000,-0.51,7194,-2902000,-2901000,482035,-85.31
'08:22:59,2904000,13000,-0.45,6031,-2904000,-2903000,474841,-86.17
'08:21:59,2909000,8000,-0.27,5113,-2910000,-2909000,468810,-86.83
'08:20:59,2912000,5000,-0.17,8832,-2912000,-2910000,463697,-86.42
'08:19:59,2911000,6000,-0.21,12024,-2912000,-2911000,454865,-87.58
'08:18:59,2900000,17000,-0.58,8891,-2901000,-2900000,442841,-84.81
'08:17:59,2903000,14000,-0.48,15151,-2904000,-2903000,433950,-85.93
'08:16:59,2906000,11000,-0.38,33420,-2907000,-2906000,418799,-87.97
'08:15:59,2917000,0,0,11864,2917000,-2916000,385379,-93.65
'08:14:59,2909000,8000,-0.27,16401,-2910000,-2909000,373515,-90.65
'08:13:59,2909000,8000,-0.27,12633,-2909000,-2908000,357114,-92.52
'08:12:59,2902000,15000,-0.51,13533,-2902000,-2901000,344481,-90.97
'08:11:59,2897000,20000,-0.69,20060,-2897000,-2896000,330948,-88.68
'08:10:59,2886000,31000,-1.06,6223,-2886000,-2885000,310888,-82.65
'08:09:59,2882000,35000,-1.20,19471,-2882000,-2881000,304665,-81.49
'08:08:59,2884000,33000,-1.13,29477,-2884000,-2882000,285194,-83.04
'08:07:59,2883000,34000,-1.17,8929,-2884000,-2883000,255717,-82.88
'08:06:59,2880000,37000,-1.27,25580,-2880000,-2879000,246788,-81.01
'08:05:59,2884000,33000,-1.13,13618,-2885000,-2884000,221208,-84.73
'08:04:59,2876000,41000,-1.41,15190,-2876000,-2875000,207590,-79.78
'08:03:59,2873000,44000,-1.51,38491,-2873000,-2872000,192400,-77.28
'08:02:59,2882000,35000,-1.20,22617,-2883000,-2882000,153909,-85.02
'08:01:59,2869000,48000,-1.65,62997,-2868000,-2867000,131292,-85.76
'08:00:59,2884000,33000,-1.13,68295,-2884000,-2883000,68295,103.02
